geoid,lon,lat
35061,-106.809107263382,34.7154496006337
44007,-71.5785970721693,41.8713565507472
35039,-106.693108761954,36.5095707143113
18043,-85.9068720393992,38.3189059533169
51580,-79.9867559574278,37.7786162481212
35047,-104.815854683514,35.4802873265841
35003,-108.404730460448,33.9153323601989
35043,-106.865836973591,35.6885453011939
72007,-66.1273464480821,18.2510736219902
35049,-105.976120893535,35.5068563913685
35053,-106.930329181366,34.0072414004891
35027,-105.459248347387,33.7452413729382
35031,-108.261926753971,35.5806139661824
72011,-67.131530182376,18.2870788653586
35029,-107.749773592531,32.1821506147431
22093,-90.7962502610722,30.026305820539
51678,-79.4438771716178,37.7825117815002
72151,-65.8633021028723,18.0559663217637
35033,-104.944583864701,36.0099523251427
24047,-75.2966693280401,38.216500723672
35059,-103.470992989096,36.4817644729182
24021,-77.3979929836697,39.4722211077153
44005,-71.2809957984228,41.4998007230045
72115,-66.9262663764735,18.4630482515505
41053,-123.413364422395,44.9034770338915
41043,-122.534190165742,44.4885691713579
41039,-122.876549729645,43.9415522743403
72079,-67.0428565707251,17.9791008180384
41063,-117.181068982933,45.5798293115668
41055,-120.689324813676,45.4052086842496
41025,-118.967865987682,43.064022892294
41013,-120.356584165537,44.1421943107401
41071,-123.308148945082,45.2326003904543
41059,-118.73683308162,45.5918952106327
72137,-66.1905822875832,18.4572371823713
41029,-122.728430834089,42.4321485782616
41015,-124.215341102146,42.4666136079926
41057,-123.758771176839,45.4564519249385
41065,-121.168150944953,45.1600520798316
41061,-118.008996884107,45.3103460968321
41031,-121.17540611005,44.6294101890788
41037,-120.387470717494,42.7933932946588
72019,-66.3098725659058,18.2017062380726
41021,-120.210870338803,45.3780577160366
17121,-88.9189724350679,38.649590966743
17019,-88.199191850083,40.1400838655108
72133,-66.3866938396883,17.9530033207477
17111,-88.4524776625867,42.3243930659981
72123,-66.2619756645791,17.9729540105879
17049,-88.5898573399505,39.0597698183202
72105,-66.2525508802235,18.2884177718188
72145,-66.3966030201761,18.4557008520758
72057,-66.1363432092641,17.9733883452288
72017,-66.5594616770556,18.4715322529369
72149,-66.4728039292233,18.1281740612323
72081,-66.8667797637125,18.2686766858491
72065,-66.7977150617638,18.4410293484208
72071,-67.014161754305,18.483055600127
06093,-122.540374213638,41.5926499663262
06097,-122.922544032194,38.5252932350855
06085,-121.696277679566,37.2324863948144
13173,-83.0626533830305,31.0378936473389
13029,-81.4424722134302,32.0132243543831
13249,-84.314720809726,32.2616856788679
13001,-82.2889835740519,31.7492803517284
13241,-83.4021366392456,34.8816822476633
34039,-74.3085887603827,40.6597968828123
13023,-83.3278388258813,32.43444144884
13113,-84.4941919096409,33.4139427929506
13163,-82.4181514494152,33.0548441678006
13253,-84.8688701185347,30.9387779563739
51775,-80.0554033892251,37.2864024389609
13039,-81.6363891387333,30.922489934628
13127,-81.4936975965977,31.2132418074777
13233,-85.1881533755324,34.0017844351218
13211,-83.4923822856712,33.5908249574758
13263,-84.5330103479766,32.6994862865455
13291,-83.9907558223984,34.8340100145382
13315,-83.4323618365188,31.9728960475588
72119,-65.8002433110331,18.3755558437978
13299,-82.4236757879588,31.053632506111
13059,-83.3673319667289,33.9511682968878
72101,-66.4202927542886,18.317084434419
13169,-83.5605241481662,33.0251331621879
13045,-85.0797425138693,33.5828165109172
13247,-84.0266084456088,33.6542352846531
13083,-85.5045272530994,34.8545206917552
13213,-84.7480935960083,34.7884472906516
06029,-118.729900017101,35.3428487179529
55001,-89.7706366925549,43.9696260778056
36007,-75.8196183734011,42.1602172246765
55121,-91.3584636359885,44.3039483231259
55131,-88.2307813191499,43.3684711511895
55123,-90.8343839368909,43.5938654668962
36063,-78.7708246689423,43.3361109500017
55141,-90.0415667734514,44.4553173745075
36099,-76.8237786378712,42.7810814502978
55107,-91.1331167790525,45.4751348537357
55101,-87.6960633558588,42.7511710386086
55133,-88.3045303080454,43.0181876350537
36093,-74.0585641249981,42.8180958864632
55113,-91.1446720341183,45.8799711992653
51810,-76.0163702389129,36.7778361186994
55033,-91.896414350493,44.9465887215651
51179,-77.4574284043372,38.4206997563065
55125,-89.5147670142695,46.0528871874083
55067,-89.0719116460295,45.2623625560053
55039,-88.4882624651462,43.7535897536898
36083,-73.50971507076,42.7110546650798
55035,-91.2859960835354,44.7267696275718
36111,-74.2585694771284,41.8881456560834
55119,-90.501251725091,45.2115278420476
72073,-66.5884453361732,18.2106459167376
55081,-90.6178707013901,43.9457450751252
55075,-88.002224890281,45.3509015804819
36085,-74.1382729760573,40.5623318061274
55007,-91.1806842490453,46.6354371368774
36075,-76.2086833341993,43.4638857363453
36113,-73.8460058534046,43.560975344512
55078,-88.7100057058871,45.0043672205919
55017,-91.2798886871225,45.0694040706775
72067,-67.114015035612,18.1341604280673
36019,-73.6781744805044,44.7462266203776
55139,-88.644658922189,44.0688770598831
55025,-89.4183239987651,43.067349695891
72023,-67.1857586790666,18.0231632259701
55137,-89.2428830605657,44.1131233625627
05121,-91.0277174532729,36.34148379704
55091,-92.0015602926852,44.582915083027
55103,-90.4294836876534,43.3756407141296
55129,-91.7912346124843,45.8991791792339
72131,-66.9712186842723,18.328726376993
36035,-74.4221748248733,43.1138468595038
36033,-74.3037623755481,44.5929337755155
36013,-79.4057576278541,42.3029409628503
36055,-77.6801792426971,43.3091611269461
36015,-76.7600260389444,42.1412473531347
55053,-90.8051785352873,44.3191276115602
55029,-87.0289599976806,45.0326281110295
55045,-89.6022120066995,42.6799877199127
55135,-88.9648182490575,44.4704264675248
72143,-66.335596119632,18.4353928003737
05005,-92.3369683606866,36.2871886465342
55013,-92.3675670033207,45.8627158182656
55105,-89.0715769497585,42.6712238132861
72075,-66.4903715381192,17.9972184437004
55099,-90.3613729455181,45.6803814857355
72051,-66.2620306354221,18.4720209681333
48453,-97.7819531004661,30.3346903639298
55079,-87.5805587469476,43.0154589216802
05013,-92.5030440960688,33.5580339983643
55021,-89.3337277228865,43.4665983045743
55003,-90.5645081170529,46.7007114543987
05105,-92.9314711344222,34.9473746854287
55111,-89.9483657720051,43.4267756672165
55077,-89.3988048185988,43.8196003947371
55005,-91.8483118696532,45.4237233049648
05131,-94.2739160222281,35.1992582557568
55109,-92.4527828665464,45.0340672439194
55071,-87.5123712802486,44.110688450083
55087,-88.4649254440582,44.4160898847542
05085,-91.8886658036722,34.7542681581106
36009,-78.678852395969,42.2486317329908
28021,-90.9118133500054,31.9736925891535
55043,-90.7062220372714,42.8674903089389
28055,-90.9892122956771,32.7413902632799
55115,-88.7654447354534,44.7891466897774
36061,-73.9698104214517,40.7742747133436
02170,-149.578994243097,62.3045316769866
02290,-151.389960158812,65.5093795675486
55065,-90.1317220166374,42.6604993660922
55009,-87.9928663543728,44.4743295506972
55117,-87.6347722047239,43.7197084499869
28147,-90.1061368184322,31.148422237993
55089,-87.5944671877826,43.3656514785569
36043,-74.9624980371847,43.4197021399813
55097,-89.5014139854105,44.4760462615424
28009,-89.1884754820233,34.8172864555907
22055,-92.0638802303944,30.2067716825494
55127,-88.5419220109163,42.668476772551
55073,-89.7590511318669,44.8982853503985
55041,-88.7703803393454,45.6672619933946
22109,-90.8376319525277,29.3374453267735
55027,-88.7075246408095,43.4163009800923
72035,-66.1495018505681,18.1029234586561
55069,-89.7346124871375,45.3374636680086
72099,-67.08076104058,18.377947635324
28023,-88.6894044506847,32.0414016768391
72025,-66.0507653949687,18.2119148250376
02195,-133.519960598617,56.6848228232199
02275,-132.127680830403,56.2916779961094
02282,-140.428830287766,59.8632327059681
22099,-91.608296294594,30.1290722276708
02122,-151.704304750053,60.1153045044488
02261,-144.760839495935,61.4163634768886
48171,-98.9464808816926,30.3180552669627
72107,-66.4339957995392,18.2149015392994
48501,-102.827797993761,33.1729697691375
31121,-98.0376542280901,41.1698166051241
48149,-96.919761731687,29.8767867859054
48185,-95.9855032360183,30.5434712418626
48463,-99.7622052888526,29.3573361463543
72055,-66.921938166321,17.9463618936597
48467,-95.8365136917748,32.5637174271553
48273,-97.6683877739732,27.4267108275188
48447,-99.2123698527107,33.1774899306944
22095,-90.5076494707396,30.1135264684937
48145,-96.9358471136712,31.2532716503584
72009,-66.2643804649014,18.1311322814659
48181,-96.6777211671824,33.6268129472417
72141,-66.7024478489061,18.2710030011494
48139,-96.7944846336956,32.3484295200154
72063,-65.9792686276002,18.2664114557259
48191,-100.681128586965,34.5307791438852
72093,-66.9422834487374,18.1720935675598
48125,-100.778860640395,33.616612118217
48321,-96.0039807549388,28.7856505720503
48455,-95.1355086217045,31.0888164936271
05107,-90.8480227720123,34.4282916078494
48389,-103.693166025556,31.323183532542
48315,-94.3572222089938,32.7979818542515
48443,-102.076486476959,30.2249615605031
48305,-101.816123830248,33.1768244435179
72127,-66.0683256039837,18.4222574243443
48283,-99.0996626500852,28.3450693348663
72021,-66.1683358317266,18.3496358979651
48241,-94.0250850299928,30.7439606050675
72109,-65.9887490073996,18.0007210721208
48253,-99.8787443433162,32.7399038894976
13073,-82.2640619378629,33.5441236558701
48069,-102.26166989361,34.5299582294424
48469,-96.9715253026639,28.7963518010301
48045,-101.208593305064,34.5302640815346
13295,-85.3009829499267,34.7356626843899
48077,-98.2085033061242,33.7855310451164
13107,-82.3017080468006,32.5897625301742
48047,-98.2187242912243,27.0315750458009
05143,-94.2155789927515,35.9790673620051
48399,-99.9762313024355,31.8310952378599
48065,-101.354183024201,35.4035078734253
05081,-94.2343408964022,33.7005398893235
05111,-90.6629302778613,35.5740364205293
54057,-78.943745521095,39.4147214629601
05027,-93.2273086796714,33.2142872098333
05053,-92.4235830367208,34.2900177444246
